"gene","SE_Intercept","SE_batch_B_vs_A","SE_batch_C_vs_A","SE_condition_treated_vs_control"
"gene_717",0.133407182656593,0.163146108393337,0.162160553568792,0.132518700405852
"gene_718",0.0942011021045483,0.115400736188369,0.116090943803744,0.0944661538630312
"gene_719",0.0953837687098886,0.116958050954062,0.116704863491605,0.095418033651434
"gene_720",0.429185114791035,0.520620023130702,0.526332998178286,0.426187243333543
"gene_721",0.0974219080818401,0.117524418075226,0.119869005284551,0.0968269689006534
"gene_722",0.101550612339676,0.124329083982067,0.124239255132577,0.101466527366381
"gene_723",0.0884145136751374,0.108337834293815,0.108636626139013,0.0885948097544163
"gene_724",0.190409584110301,0.231210810673724,0.233244746169906,0.189382515819383
"gene_725",0.361426333524051,0.425604544412378,0.429457958946853,0.342604950551649
"gene_726",0.405604449413746,0.494943696529667,0.50459579196271,0.408447180486947
"gene_727",0.396645580465049,0.481801691372205,0.481803363075976,0.393059973749817
"gene_728",0.192498491855492,0.237966246812089,0.23882061666582,0.195109080093026
"gene_729",0.0880317252349119,0.108094750821414,0.108710113682144,0.088567437716649
"gene_730",0.242704415859654,0.2937029833947,0.303903584968966,0.24374310108217
"gene_731",0.138797659395274,0.170003080668859,0.170184671603038,0.138944329030679
"gene_732",0.0899479058232708,0.109869145619398,0.110083672045777,0.0897569863401457
"gene_733",0.127688633705238,0.157318588551826,0.159310111464888,0.12945217294931
"gene_734",0.100142802382026,0.122738702713179,0.122586529907633,0.100136089866935
"gene_735",0.0977411719105637,0.119662633704102,0.119684536602072,0.09769150137974
"gene_736",0.14851072796228,0.179366363141759,0.18020495286108,0.14651035091982
"gene_737",0.109928202762657,0.134649990624149,0.135217549480435,0.110165045847686
"gene_738",0.0774601226737731,0.0947845275242745,0.0948411011533411,0.0774017198975821
"gene_739",0.101750263565784,0.124533349865541,0.124453943592421,0.101640157731319
"gene_740",0.125541830135304,0.153659802577716,0.153710559339173,0.125561927286852
"gene_741",0.0909526892045649,0.113000417208185,0.111270648878149,0.0917797387307722
"gene_742",0.278515669823245,0.335469705457418,0.341956827962809,0.275683374077197
"gene_743",0.181633019973933,0.222439771220822,0.225774238054743,0.183868398135182
"gene_744",0.102042334329881,0.124803088740948,0.125022871855834,0.10195271898063
"gene_745",0.24610527554239,0.297111162790125,0.300820442592887,0.243629447665619
"gene_746",0.130041127275157,0.159212197845571,0.158761719244668,0.129588285300051
"gene_747",0.0962765106231711,0.117909798007182,0.117807576176423,0.0962091579475704
"gene_748",0.0950682010303774,0.116596396718807,0.116355736451274,0.095116077182881
"gene_749",0.300294783387443,0.367193605430514,0.363409377412021,0.295927551878509
"gene_750",0.186365738256987,0.226822863176907,0.228470938392158,0.185746117224218
"gene_751",0.0904766657029654,0.110768930397995,0.110804496615825,0.0904480930385162
"gene_752",0.101476332239397,0.124467554537995,0.124184855486462,0.101523789265921
"gene_753",0.171222975618605,0.209676424603288,0.212751075859008,0.172676007983112
"gene_754",0.0992024970567855,0.121462694378566,0.121474464522656,0.0991497722657213
"gene_755",0.115890261953027,0.142207348267782,0.141818948436373,0.115923981636292
"gene_756",0.124074686292313,0.151452340966972,0.152284557706149,0.124015219844911
"gene_757",0.275902015646407,0.336862183792834,0.335428567593102,0.274410116528778
"gene_758",0.15072722719205,0.184287952895364,0.183575972222592,0.150155312091045
"gene_759",0.101035043631477,0.122959830832399,0.123137453578259,0.100259677810134
"gene_760",0.41170239719202,0.500987924609267,0.501028253707506,0.406301611120235
"gene_761",0.0826754336788219,0.101261337712469,0.10124015580178,0.0826712177924237
"gene_762",0.0853184190272384,0.104556012355383,0.10500186269233,0.085619812843668
"gene_763",0.207180275826986,0.255130524432307,0.256088311974421,0.209390016783261
"gene_764",0.169880262649431,0.208496854519652,0.206734580418255,0.16968105176674
"gene_765",0.127968520445346,0.156305412822256,0.156671425272723,0.127749732012911
"gene_766",0.150595869784104,0.1844581835397,0.184658899849378,0.15075461480984
"gene_767",0.0923968034269062,0.11301851967355,0.112729916424909,0.0920785806723629
"gene_768",0.130779293195562,0.159206354699652,0.161372800607018,0.130881553537754
"gene_769",0.267615400871187,0.324850485369298,0.325341220860577,0.264085262672945
"gene_770",0.102518035828219,0.125914229369426,0.125574357114836,0.10273630485358
"gene_771",0.118845043203629,0.145780326714054,0.145266071836964,0.118819054848384
"gene_772",0.231975093904648,0.283492994691858,0.281133018924059,0.229650909497546
"gene_773",0.104337094241993,0.128310236490899,0.128374587305094,0.105052806798051
"gene_774",0.431420300467046,0.523882651411375,0.551650056910643,0.43774545327468
"gene_775",0.104577978042606,0.128268694759454,0.128248264300535,0.10473989209219
"gene_776",0.0888929789360703,0.108906295864815,0.108777895158849,0.0888567102085766
"gene_777",0.0851009905594661,0.104187062400655,0.104172170800902,0.0850582206567309
"gene_778",0.111716169195308,0.136543183171111,0.136558232452882,0.111248383453762
"gene_779",0.304500640782581,0.376836588941265,0.373651386951689,0.305549732651498
"gene_780",0.0868776030802475,0.106146636562445,0.10600232547498,0.0865190521663346
"gene_781",0.158477703481442,0.194849602429823,0.194046617891532,0.15875426933286
"gene_782",0.0876928844316796,0.107058980197238,0.107033289488424,0.0873940408387919
"gene_783",0.111161001610368,0.135385109713143,0.136331127302838,0.110908456313587
"gene_784",0.159148836308953,0.192325607907359,0.197451046513815,0.158845704430324
"gene_785",0.0780534178910057,0.0955672987272527,0.0956946208513584,0.0780792708352681
"gene_786",0.0988119120924745,0.120668224345619,0.120846517481755,0.0985691288364177
"gene_787",0.2041307055927,0.248405734302951,0.24970264566764,0.203130063635866
"gene_788",0.0856138915608533,0.104813388716738,0.104868334099816,0.0855918699670355
"gene_789",0.178866465788544,0.22002431492554,0.220491802543309,0.180260973478788
"gene_790",0.218150266963527,0.267646666293768,0.268268674082642,0.219035752496697
"gene_791",0.198484038001956,0.243582988328666,0.244717756919729,0.199556521983817
"gene_792",0.136677758358731,0.165383298320225,0.167712862832001,0.13585712680024
"gene_793",0.214160820235194,0.260597434320258,0.265330270810446,0.21466600583356
"gene_794",0.100947401937382,0.123646828807448,0.123504292870975,0.100913489424087
"gene_795",0.0958864191097814,0.117184632512607,0.117552015262559,0.0958193056444385
"gene_796",0.0861127302529372,0.105392561636043,0.105313455241977,0.085995675877425
"gene_797",0.103744167187941,0.127101962068974,0.126928000552579,0.103688762763121
"gene_798",0.0780018283504452,0.0952844678803925,0.0956023061572673,0.0779033410578404
"gene_799",0.130910729123402,0.160125917062024,0.160404862629138,0.130773772639965
"gene_800",0.0920876315274791,0.11274692559414,0.112789785952894,0.0920708119109331
"gene_801",0.095309159686994,0.11691185663844,0.116685587762059,0.0953354079010656
"gene_802",0.106735879253562,0.130756725792419,0.131417547426374,0.107062969910146
"gene_803",0.406735064215206,0.4907385985309,0.502668429891347,0.40414002139898
"gene_804",0.290276750909678,0.357566821399707,0.350118764184727,0.289723082173784
"gene_805",0.120249800450018,0.147560789656854,0.14755873377051,0.120484809230668
"gene_806",0.102378660032763,0.125631551501696,0.125644643544841,0.10263985531125
"gene_807",0.1587317021829,0.196034403275422,0.196231835911385,0.160576462518851
"gene_808",0.125567035617717,0.153226145175955,0.15386184654205,0.12520691089799
"gene_809",0.0857204799349181,0.104975601844966,0.105005187740573,0.0857291289334383
"gene_810",0.302858501067284,0.376021530368049,0.368949812962714,0.304018799160426
"gene_811",0.0774320937508882,0.0948509593266731,0.0947928981648049,0.0774202764169739
"gene_812",0.0877671055206255,0.107473065737879,0.107469820040254,0.0877420525080155
"gene_813",0.20595490547516,0.2523337802809,0.249585264414734,0.204263956192961
"gene_814",0.159132422533452,0.194150104683292,0.194819776052551,0.158464776995327
"gene_815",0.1468008737827,0.178408709020789,0.180660177671271,0.146478443610215
"gene_816",0.100519946472505,0.122325479988455,0.122821428607922,0.0999205418231938
"gene_817",0.0884821443221612,0.108297090778276,0.108821592806227,0.0886284926580633
"gene_818",0.0845513871167965,0.103544238463377,0.103559267685069,0.0845512913497168
"gene_819",0.1349557565611,0.166426746092041,0.164907613716925,0.135314962444127
"gene_820",0.0755392652634937,0.0924978088398081,0.0925700862316916,0.075557452256896
"gene_821",0.226672757503544,0.276856518734643,0.284570395492795,0.230000709468728
"gene_822",0.312642914013314,0.3839592444834,0.384824522023449,0.313580287122826
"gene_823",0.123305022523476,0.150600948196993,0.15055569069053,0.122866012624828
"gene_824",0.100013376090938,0.122850770137633,0.122628931839446,0.100338817372212
"gene_825",0.13716067504742,0.167751517642895,0.169793303938135,0.138281873715525
"gene_826",0.0870925735487897,0.106613803179258,0.106909476275542,0.0872175500732721
"gene_827",0.0986099080609407,0.121525302692013,0.120660618094794,0.0989474073630211
"gene_828",0.140074037416109,0.170934823928778,0.170993050835849,0.139527125125312
"gene_829",0.0814540612311991,0.0997136669123497,0.0997761151443545,0.0814346761997514
"gene_830",0.0766942539797696,0.0944288921175877,0.0944284346978318,0.077074027691695
"gene_831",0.165491822893106,0.201917787464659,0.201135768260538,0.164263098013436
"gene_832",0.0847543166297778,0.103453813874562,0.104091157970614,0.0847417737153765
"gene_833",0.0938128460317756,0.117042681554113,0.115192561746935,0.0949427944598876
"gene_834",0.163484193659976,0.200308193117092,0.198456104166862,0.162682579855695
"gene_835",0.189435794425991,0.231221374173633,0.233825059122179,0.189484637879591
"gene_836",0.11377143762555,0.139252733844268,0.140255892147426,0.114235408857523
"gene_837",0.118976713675476,0.145515505624318,0.145684475057415,0.118816720552607
"gene_838",0.0822695289346052,0.100630407339796,0.100427182751605,0.0819487948078439
"gene_839",0.0981567693473212,0.120033786081075,0.119701241491374,0.0977712267092779
"gene_840",0.153074006712009,0.188452404209128,0.187938611919191,0.153671718903514
"gene_841",0.0840015586401771,0.102846272433998,0.102845670025129,0.0839665288584875
"gene_842",0.0739021740188768,0.090519557777672,0.0904318681144113,0.0738578635971305
"gene_843",0.084158217388487,0.103070941092225,0.103090451548756,0.0841692277797518
"gene_844",0.121475407673848,0.149646838510789,0.147969424478746,0.121550937852045
"gene_845",0.122774896787094,0.149712025284362,0.151323236751062,0.122876090742835
"gene_846",0.132674694734709,0.162620503769125,0.16120984571125,0.132089343349268
"gene_847",0.0995790095873524,0.121621075014798,0.122376432653042,0.099635527304647
"gene_848",0.200109098677934,0.24535671859587,0.249912827584313,0.20275274998219
"gene_849",0.450524519980793,0.544272484828443,0.556023863281567,0.448146657428165
"gene_850",0.09465174368873,0.115955266943913,0.115517723906925,0.0944246029615833
"gene_851",0.112647508968339,0.137841508286503,0.137991376926342,0.112382234169799
"gene_852",0.0808784802236281,0.0990508988081264,0.0990896147455604,0.0808953203337002
"gene_853",0.111863369479581,0.139341200892925,0.13916864648463,0.113990503540375
"gene_854",0.15582405233493,0.191646703881663,0.188991673995945,0.155058040181936
"gene_855",0.0852972567360389,0.10464300914097,0.104413739738313,0.0853412748562195
"gene_856",0.104912667749073,0.128655915306939,0.128176897019694,0.104845758824746
"gene_857",0.0907348909198272,0.111093417943937,0.111124695960726,0.0907104924626557
"gene_858",0.0769485157721379,0.0942340507741623,0.0942436097037656,0.0769480102896606
"gene_859",0.101485478995455,0.123983570172231,0.124564494637112,0.101479012741155
"gene_860",0.0827243903009596,0.100812288495979,0.100640179047728,0.0822511834093251
"gene_861",0.113354558314669,0.138840615931634,0.138499462187421,0.113149847507719
"gene_862",0.203631145453991,0.253895960048996,0.254038137305613,0.208485632877822
"gene_863",0.084372001090274,0.103398716294347,0.103526069298381,0.0845006624482008
"gene_864",0.158891684065607,0.194077330021481,0.19451314877146,0.158700171220163
"gene_865",0.115878285921214,0.142144725242695,0.141828740516623,0.115870241679876
"gene_866",0.122597680177433,0.149536773120627,0.149991905493402,0.122084745153433
"gene_867",0.109820863546892,0.134608213522562,0.134085434281362,0.109710344167837
"gene_868",0.0936197592403962,0.115151801500812,0.114244687830163,0.0936665235930509
"gene_869",0.0850882972144545,0.104211766288881,0.104243005338678,0.0851096633884392
"gene_870",0.152846781480095,0.184895914479195,0.188205007596238,0.152042636074857
"gene_871",0.0992675013834289,0.122131747708212,0.121123918242432,0.0993357372644901
"gene_872",0.138728786189309,0.168253577545712,0.168044967962732,0.137228537446938
"gene_873",0.100655412185019,0.123285244211514,0.123331697642709,0.100673556186054
"gene_874",0.304012413226456,0.367017248600777,0.378494970471977,0.304124109965325
"gene_875",0.453604537888188,0.55369333495043,0.555905197995239,0.452781405994849
"gene_876",0.121403442810506,0.148313776659017,0.148545759481552,0.121170650289013
"gene_877",0.120613609971152,0.148128705259191,0.146206740659402,0.119933426470011
"gene_878",0.160288682512514,0.19571540739962,0.196715131767444,0.160110030202774
"gene_879",0.0918582436124262,0.112432757459894,0.112559977577746,0.0918711468871203
"gene_880",0.0976407924693082,0.11943874488733,0.120264354147401,0.097965409163541
"gene_881",0.133496703642325,0.162926029158279,0.16421284709527,0.133323331486008
"gene_882",0.0730699444912897,0.0894757351525376,0.0894605589118173,0.0730429105990769
"gene_883",0.106364377317739,0.130807849600115,0.130132551710578,0.106590964523226
"gene_884",0.116646283703403,0.142143393213155,0.143014451344927,0.116229050490451
"gene_885",0.0968739403490455,0.118689116660416,0.118642086239057,0.0968928407030266
"gene_886",0.0809317695888528,0.0990918039512258,0.0991720956332787,0.0809459526147247
"gene_887",0.436971451483217,0.524672163601654,0.532149766510885,0.428774743598338
"gene_888",0.0935151667564013,0.114523415267252,0.114622359770322,0.093546094174841
"gene_889",0.175180322342311,0.21249114271292,0.211924658015888,0.173282973192127
"gene_890",0.0770251375592035,0.094117843018645,0.0943055291311135,0.0769072079343387
"gene_891",0.152572813092642,0.1856786094505,0.184764954992151,0.15163030993173
"gene_892",0.40760038699677,0.508259354769483,0.491964894774939,0.409286877604099
"gene_893",0.219847642393345,0.26283003077878,0.269702222111441,0.216980422024251
"gene_894",0.11901026512664,0.146286559028495,0.14635494525119,0.119591029386397
"gene_895",0.0885421552425875,0.108347764774851,0.108455504875195,0.0884955036772227
"gene_896",0.0960362925743,0.117388690498427,0.117518922676895,0.0958847125440477
"gene_897",0.152353033355926,0.185946902412497,0.183811016119323,0.150173681733226
"gene_898",0.0861074905335183,0.105396335315075,0.105450870214329,0.0860730568900788
"gene_899",0.0833214650232795,0.102013215542378,0.102067739064738,0.0833144186119107
"gene_900",0.233112586700748,0.281127334893468,0.289548885314489,0.232891461905626
"gene_901",0.315506787013195,0.390676411143799,0.384471664446608,0.316688991687919
"gene_902",0.0854059052590374,0.104598897032914,0.104565281648794,0.0853868803149203
"gene_903",0.0879031384665589,0.107620130718965,0.10759552420416,0.0878463338515655
"gene_904",0.400783946514313,0.485037886469422,0.484947350245491,0.393359061156922
"gene_905",0.0999667048122775,0.12206687120845,0.122288624973969,0.0996725624924984
"gene_906",0.109575919829085,0.13377290786379,0.132936932971315,0.108614455907379
"gene_907",0.286786108286172,0.350036234967202,0.352747467919375,0.286964998044441
"gene_908",0.0869887255391801,0.106572827857974,0.106572348197149,0.0870304039929262
"gene_909",0.0801663122139631,0.0981577145231561,0.0981814184844188,0.0801471525085277
"gene_910",0.363590766942418,0.445012845571825,0.441068028054857,0.361798516191365
"gene_911",0.0974016911364265,0.119583992971148,0.119024989206212,0.0973282329426089
"gene_912",0.092160461975341,0.112759826666266,0.113084715849814,0.0921875665237784
"gene_913",0.112024090240078,0.13644132625119,0.136519473719883,0.111320997833651
"gene_914",0.276178637618611,0.341353064009744,0.338671651710569,0.278775155840604
"gene_915",0.424395626815995,0.504256742195383,0.521420402413969,0.418003704728703
"gene_916",0.109048312051191,0.133454294992432,0.132957345137706,0.10873024121032
"gene_917",0.394946334326163,0.487878795990331,0.478164934789479,0.391966093826107
"gene_918",0.134714192291043,0.163690539070335,0.164898952752697,0.133930426492937
"gene_919",0.233938120274459,0.284765910960765,0.288682606475451,0.233676102605591
"gene_920",0.0971861794756811,0.118814785721515,0.118831356596454,0.0969372215740664
"gene_921",0.1729886104388,0.211687644871156,0.21401753234947,0.17407333685656
"gene_922",0.157496380325323,0.192346698174117,0.193943576494015,0.157736418644601
"gene_923",0.137973693080015,0.169875251465169,0.169387365516627,0.138497873043127
"gene_924",0.0923982981612111,0.112815503016542,0.113977019758026,0.092511389974359
"gene_925",0.440479148493263,0.533700670894547,0.542899070677754,0.439549214584629
"gene_926",0.163904233722858,0.198820048215869,0.203287798682217,0.164179597442957
"gene_927",0.135645781901852,0.16435033988886,0.166154428915838,0.134674306357144
"gene_928",0.128669964876604,0.157400043656724,0.158443513795786,0.128956191363055
"gene_929",0.3896353552959,0.474010527686076,0.470632208901551,0.382272851581717
"gene_930",0.0839010210781415,0.102612598638389,0.102332280788629,0.0835824338419681
"gene_931",0.386321872042307,0.471401756320968,0.46220925244228,0.378654821334349
"gene_932",0.0804310755188681,0.0983702127850724,0.0984886658802819,0.0803619829193427
"gene_933",0.10579194817844,0.129587215733005,0.128872095159917,0.105472646310422
"gene_934",0.0977075665307054,0.119663972230451,0.119770032645921,0.0977107168828427
"gene_935",0.131036629442192,0.160779233059083,0.160333130935503,0.131133387500196
"gene_936",0.0854638739359808,0.104595853286119,0.104638056373345,0.0854032354784841
"gene_937",0.0974177616910407,0.119298861376556,0.119326776684093,0.0974269510084161
"gene_938",0.0927510594769363,0.113459860427814,0.113761279149859,0.0927351666485638
"gene_939",0.0972454734192144,0.11884054569669,0.118741964493449,0.0969398269881472
"gene_940",0.366910508587605,0.456509195939751,0.451606978420937,0.372104424228712
"gene_941",0.0956892986181617,0.117010020554652,0.117341956799138,0.0956445838022017
"gene_942",0.0969587786034177,0.118626812299225,0.119055523340019,0.0970463655775142
"gene_943",0.0906476918526379,0.111178836661938,0.112088768282341,0.0913537108262126
"gene_944",0.347513090903028,0.427159636426758,0.425312032898109,0.34713516716431
"gene_945",0.0902183012148124,0.110471322562546,0.110478704712942,0.0902039194792503
"gene_946",0.0878426400416067,0.107596063571643,0.10757614775318,0.0878443625799535
"gene_947",0.112874989649881,0.138259737785238,0.139460864164571,0.113488478841028
"gene_948",0.399826981772405,0.489649338046824,0.488717605065453,0.397012151742614
"gene_949",0.101571239341963,0.124438746627594,0.124433351147137,0.101612654001818
"gene_950",0.082420427792375,0.100872399337109,0.101073765230006,0.0824474321264669
"gene_951",0.0919576838632232,0.112632450408353,0.112650665881539,0.0919824459461739
"gene_952",0.109226425815375,0.133875798693891,0.134084255881554,0.109394209861199
"gene_953",0.147296392462587,0.181303345231411,0.180719398060028,0.148209102790714
"gene_954",0.39667441476034,0.506035366244028,0.481429896518081,0.401217324058401
"gene_955",0.331988746448676,0.403055304850919,0.420932480562826,0.338154419129642
"gene_956",0.207721730147682,0.250290839740675,0.254768645355758,0.206696331225148
"gene_957",0.100420897503937,0.122650870994598,0.122062291733585,0.0998140638774029
"gene_958",0.191439198971032,0.231108158357211,0.235860681865675,0.189897659550251
"gene_959",0.206405256711633,0.256186719815373,0.250548519001937,0.206908016979513
"gene_960",0.0763007697852049,0.0934335342457381,0.0934702215034921,0.0763006603151819
"gene_961",0.102465968039071,0.125546681472814,0.125540535518883,0.10251871266435
"gene_962",0.14995976103399,0.185231437218905,0.184955683105136,0.151887972084872
"gene_963",0.117809933688114,0.143799766704619,0.142451694272503,0.116424758653498
"gene_964",0.28446319844675,0.349588890000625,0.345797123336366,0.283263214960418
"gene_965",0.084601889576857,0.103607049151049,0.103637246102819,0.0846056085803558
"gene_966",0.111861132762015,0.135403787869533,0.138751371636899,0.111880323659765
"gene_967",0.137264029459988,0.168151288175616,0.169714880531884,0.138212822745748
"gene_968",0.11197015393596,0.137360174546094,0.136355801268685,0.111648004190968
"gene_969",0.090182255913952,0.110249892886077,0.11030223271454,0.0899993766337941
"gene_970",0.261748425544686,0.317129908408659,0.314219422106944,0.255825275588432
"gene_971",0.124892661402133,0.153117651857758,0.151422933820459,0.12383862572466
"gene_972",0.0962762460943884,0.118092294127577,0.118487403689462,0.0966003808933286
"gene_973",0.0970581281832953,0.118872039627109,0.118877371180484,0.097057791615322
"gene_974",0.129517403079735,0.157681507522801,0.157322864437732,0.128686512000604
"gene_975",0.257434064991421,0.317193249972744,0.325414903680889,0.263905717540724
"gene_976",0.229749512358119,0.287178887870556,0.291730875605021,0.238281716225333
"gene_977",0.261093935174234,0.315971595264846,0.323055247151757,0.261326060244974
"gene_978",0.0893967711971474,0.109588107146104,0.109510635642402,0.0894566776363767
"gene_979",0.0931922639909335,0.113752675803545,0.113659737090181,0.0927289481022276
"gene_980",0.115489936704449,0.140981981996695,0.141292951315474,0.115029072986944
"gene_981",0.0986510240122044,0.120841984999517,0.12144350181464,0.0990211798076218
"gene_982",0.161430062703352,0.196693349435789,0.197481735977904,0.160759640637374
"gene_983",0.172149514172595,0.213377978087426,0.211951527496393,0.174166662806728
"gene_984",0.238416235286234,0.294316916230269,0.291364109600449,0.239008268982462
"gene_985",0.0852353898070592,0.104354242224962,0.104423937486055,0.0852301091977857
"gene_986",0.133235442123765,0.162506835047907,0.16082105349888,0.131466335292281
"gene_987",0.338222578172265,0.414926628831005,0.414412427062582,0.339670102471633
"gene_988",0.40430610869441,0.502920195243949,0.501090210964806,0.411792349283126
"gene_989",0.0923816863725915,0.11354158630148,0.112908242295553,0.0924133662794522
"gene_990",0.092429606273491,0.112766032310451,0.113402713731711,0.0922932808426435
"gene_991",0.23569676779548,0.289100078529354,0.287119615548903,0.235334152204046
"gene_992",0.121952317449792,0.149559976739952,0.148974639089143,0.121952255124437
"gene_993",0.109688925881245,0.134208517477212,0.134586250715437,0.109763641653239
"gene_994",0.0791691433958969,0.0968715575544069,0.0969289195586349,0.0790985755965855
"gene_995",0.111728416197521,0.136622869827673,0.13652924771153,0.111427943206879
"gene_996",0.345838268793182,0.420096484012811,0.43664883037165,0.35126482717909
"gene_997",0.135147277286117,0.166233625243285,0.166085494696764,0.135827920275482
"gene_998",0.278269559876926,0.33760506380014,0.339815719085023,0.276296348745425
"gene_999",0.0887520121922327,0.109714397225167,0.110064944785273,0.0899387607633162
"gene_1000",0.0958956924453849,0.117455858258878,0.117383731175466,0.095841830430747
"gene_1001",0.108250722108969,0.132476340761146,0.132612163857792,0.108222534887554
"gene_1002",0.161432579002178,0.197738337482712,0.197685203293626,0.161496375441323
"gene_1003",0.0943286663861625,0.115502734230295,0.115673415607308,0.0943977053611159
"gene_1004",0.0984987352594398,0.120802272914175,0.12200349334698,0.0990739963231703
"gene_1005",0.0919999393302115,0.112706169647008,0.112637910693106,0.0920024055924084
"gene_1006",0.112718569028872,0.137718535761747,0.137926531552548,0.112469752582476
"gene_1007",0.0937402219612151,0.114825968155733,0.114864605135284,0.0937916100027559
"gene_1008",0.0964541857150306,0.117979886080836,0.117799220320944,0.0960586232357681
"gene_1009",0.219148838799327,0.267022600896815,0.267244600379815,0.217787917697432
"gene_1010",0.092955205288664,0.113727749013475,0.113766820855403,0.0928222734691146
"gene_1011",0.0804829309666284,0.0985097713282453,0.0988779547445856,0.0806052404176456
"gene_1012",0.134030204652664,0.165765759703793,0.163869735836428,0.134790400908855
"gene_1013",0.0810548158444041,0.0992602904738834,0.099271161094347,0.0810487054975943
"gene_1014",0.134930906935793,0.16337270903815,0.163666602232619,0.133613484053179
"gene_1015",0.107272006444769,0.131394204392454,0.132718065232272,0.107571648852467
"gene_1016",0.24588198861097,0.296260891801052,0.301293081227707,0.243201246076856
"gene_1017",0.105299790048032,0.127675166819085,0.129308540093888,0.104725577711806
"gene_1018",0.133253413270913,0.161393064255557,0.162220352556961,0.131833572853588
"gene_1019",0.30636790254246,0.381633053682691,0.37544826562808,0.309202218636747
"gene_1020",0.124341428029782,0.151445516647763,0.151228727289154,0.123348319795275
"gene_1021",0.0820485584776578,0.100403200964778,0.100548250054731,0.0820236326783303
"gene_1022",0.41812885626981,0.49648296454464,0.497973322082299,0.402536748579812
"gene_1023",0.0960852431517963,0.117423391279877,0.117519409552398,0.095835128310328
"gene_1024",0.154067458793874,0.18865633685588,0.190083052148114,0.15484293436598
"gene_1025",0.152853820015549,0.185313991441106,0.188864037835744,0.152484340900951
"gene_1026",0.0914072864534363,0.111935069239511,0.111606383995913,0.0912418967594256
"gene_1027",0.0964745979247838,0.1180406572612,0.11825749697147,0.0964241745917884
"gene_1028",0.173512320859641,0.212460516841244,0.211342116442721,0.173008209614435
"gene_1029",0.0883663164502924,0.108235373314922,0.108593539052763,0.0885911326621028
"gene_1030",0.108187370943006,0.132507318395704,0.132449104147687,0.10820639954243
"gene_1031",0.0881342620554621,0.107936462708281,0.1080693601223,0.0881830831698159
"gene_1032",0.0911957075430679,0.111787552221759,0.111442306865263,0.0910951534800239
"gene_1033",0.174840088831236,0.21745539057228,0.21323515236081,0.175974931454903
"gene_1034",0.415378763102917,0.519283569733891,0.515454997987039,0.425397618365338
"gene_1035",0.0765467240403699,0.0937709487570728,0.093776312237407,0.0765703267312115
"gene_1036",0.0836190300886234,0.102411483891737,0.102373380268909,0.0835917798920679
"gene_1037",0.32665564214635,0.394340119308957,0.41814273047653,0.331950368220311
"gene_1038",0.0962624338373451,0.117396412845479,0.11749041226722,0.0957961739357031
"gene_1039",0.10473547462848,0.129112078717856,0.127792997310713,0.104973937651309
"gene_1040",0.222232750840989,0.276528289985159,0.274583250830277,0.225772171419648
"gene_1041",0.17773527189882,0.218566493825907,0.215388827310933,0.176554854864121
"gene_1042",0.106907957054359,0.130732989621468,0.131090740018137,0.10685307927981
"gene_1043",0.1846266998809,0.21920697619101,0.229575725288858,0.181923289031649
"gene_1044",0.0838619385794214,0.10263779391236,0.102939273197514,0.0839531660202467
"gene_1045",0.105592501373391,0.128975401415246,0.128432486696991,0.104975315923051
"gene_1046",0.11216685692791,0.137796306421629,0.136354851723832,0.111752013500011
"gene_1047",0.0899609627948052,0.110018001483849,0.110105272184375,0.0898230381808496
"gene_1048",0.414356485657568,0.51188093544649,0.52177132578658,0.424899470101206
"gene_1049",0.09298152068817,0.113489538008881,0.114053716145215,0.0929304715994281
"gene_1050",0.263219866196661,0.322576909068146,0.319808513201468,0.261977497370543
"gene_1051",0.214110239264461,0.258927481712976,0.261564664068769,0.212546365416473
"gene_1052",0.0789282814162653,0.0965780021305878,0.0967743649634428,0.078948852949873
"gene_1053",0.0959210558027752,0.117202590827167,0.117268977768783,0.0956200870920674
"gene_1054",0.426798888207855,0.524962696701669,0.524088570424948,0.42812578506452
"gene_1055",0.109875502617407,0.134518388138569,0.134618902114589,0.109863830870438
"gene_1056",0.246867646253866,0.300058555730638,0.307947301300105,0.249089716123014
"gene_1057",0.179771936253896,0.222296350808432,0.219218960719755,0.179912680963988
"gene_1058",0.120993980045764,0.148720645292825,0.149184676567912,0.121867389687674
"gene_1059",0.0878242222222307,0.107533161994997,0.107543699273713,0.0877993378372238
"gene_1060",0.0999532596094295,0.122072785853073,0.123371175233936,0.10019440301236
"gene_1061",0.0845005474489311,0.103472576040865,0.103470476457368,0.0844797956805978
"gene_1062",0.091400631970101,0.1117792999829,0.112131619080848,0.0914442444574714
"gene_1063",0.0976772345795354,0.119774610327756,0.119710057795289,0.097837097261368
"gene_1064",0.189566446348675,0.230895100915957,0.230500479798676,0.188278390653793
"gene_1065",0.0906158783110302,0.110867478051329,0.110820053118386,0.0905030621965358
"gene_1066",0.0847234980790486,0.103775855613049,0.103790075461358,0.0847080204882929
"gene_1067",0.0993322552982208,0.121401559481966,0.121617783488408,0.0991806202203638
"gene_1068",0.0959517912312287,0.117344026433748,0.117384958574154,0.0958074080020348
"gene_1069",0.105188336365036,0.130157185791797,0.127839476694695,0.105357936323493
"gene_1070",0.297882138442288,0.364469102819821,0.370927706889187,0.30044164645472
"gene_1071",0.0931827462997612,0.114101528892055,0.114119642154821,0.0931779136980926
"gene_1072",0.098403666365833,0.12062049928801,0.120562787340854,0.0984790308486912
"gene_1073",0.085245195994657,0.104406137672859,0.104342294170757,0.0851731455857305
